,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.257,-0.25,-0.09,0.044,-0.332,-0.334,-0.241,0.096,-0.486
AAPL,-0.257,0.0,0.916,0.881,0.711,0.772,0.842,0.966,0.725,0.893
AMD,-0.25,0.916,0.0,0.882,0.694,0.649,0.826,0.952,0.745,0.843
AMZN,-0.09,0.881,0.882,0.0,0.821,0.595,0.845,0.894,0.799,0.743
GOOGL,0.044,0.711,0.694,0.821,0.0,0.396,0.771,0.718,0.46,0.56
INTC,-0.332,0.772,0.649,0.595,0.396,0.0,0.67,0.779,0.515,0.836
MARA,-0.334,0.842,0.826,0.845,0.771,0.67,0.0,0.865,0.519,0.903
NVDA,-0.241,0.966,0.952,0.894,0.718,0.779,0.865,0.0,0.718,0.903
PLUG,0.096,0.725,0.745,0.799,0.46,0.515,0.519,0.718,0.0,0.536
TSLA,-0.486,0.893,0.843,0.743,0.56,0.836,0.903,0.903,0.536,0.0
