,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.289,0.643,0.574,0.578,-0.437,0.385,0.593,0.534,-0.758
AAPL,0.289,0.0,0.477,-0.213,0.725,0.592,-0.347,-0.175,-0.315,0.196
AMD,0.643,0.477,0.0,0.325,0.611,-0.002,0.017,0.294,0.272,-0.509
AMZN,0.574,-0.213,0.325,0.0,-0.007,-0.664,0.632,0.955,0.74,-0.671
GOOGL,0.578,0.725,0.611,-0.007,0.0,0.221,0.06,0.042,-0.179,-0.107
INTC,-0.437,0.592,-0.002,-0.664,0.221,0.0,-0.477,-0.62,-0.709,0.719
MARA,0.385,-0.347,0.017,0.632,0.06,-0.477,0.0,0.717,0.462,-0.361
NVDA,0.593,-0.175,0.294,0.955,0.042,-0.62,0.717,0.0,0.748,-0.681
PLUG,0.534,-0.315,0.272,0.74,-0.179,-0.709,0.462,0.748,0.0,-0.757
TSLA,-0.758,0.196,-0.509,-0.671,-0.107,0.719,-0.361,-0.681,-0.757,0.0
