,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.798,0.545,0.717,0.222,0.801,0.211,0.488,0.735,0.806
AAPL,0.798,0.0,0.752,0.927,0.491,0.818,0.304,0.792,0.707,0.904
AMD,0.545,0.752,0.0,0.809,0.564,0.473,0.102,0.942,0.687,0.801
AMZN,0.717,0.927,0.809,0.0,0.607,0.735,0.303,0.83,0.713,0.894
GOOGL,0.222,0.491,0.564,0.607,0.0,0.22,0.198,0.593,0.333,0.423
INTC,0.801,0.818,0.473,0.735,0.22,0.0,0.378,0.47,0.759,0.811
MARA,0.211,0.304,0.102,0.303,0.198,0.378,0.0,0.188,0.229,0.223
NVDA,0.488,0.792,0.942,0.83,0.593,0.47,0.188,0.0,0.591,0.757
PLUG,0.735,0.707,0.687,0.713,0.333,0.759,0.229,0.591,0.0,0.889
TSLA,0.806,0.904,0.801,0.894,0.423,0.811,0.223,0.757,0.889,0.0
