,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.866,0.687,0.372,0.57,-0.022,-0.228,0.906,-0.491,0.31
AAPL,0.866,0.0,0.736,0.514,0.696,-0.075,-0.177,0.9,-0.536,0.321
AMD,0.687,0.736,0.0,0.607,0.752,-0.177,-0.08,0.71,-0.676,0.483
AMZN,0.372,0.514,0.607,0.0,0.818,-0.53,-0.356,0.295,-0.724,0.009
GOOGL,0.57,0.696,0.752,0.818,0.0,-0.464,-0.376,0.571,-0.852,0.203
INTC,-0.022,-0.075,-0.177,-0.53,-0.464,0.0,0.679,0.012,0.558,0.414
MARA,-0.228,-0.177,-0.08,-0.356,-0.376,0.679,0.0,-0.087,0.335,0.561
NVDA,0.906,0.9,0.71,0.295,0.571,0.012,-0.087,0.0,-0.481,0.363
PLUG,-0.491,-0.536,-0.676,-0.724,-0.852,0.558,0.335,-0.481,0.0,-0.071
TSLA,0.31,0.321,0.483,0.009,0.203,0.414,0.561,0.363,-0.071,0.0
