,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.532,0.55,0.401,-0.481,-0.263,0.225,-0.171,-0.051,0.579
AAPL,-0.532,0.0,0.122,0.284,0.607,0.627,0.069,0.625,0.506,0.122
AMD,0.55,0.122,0.0,0.747,0.172,0.222,0.284,0.368,0.281,0.832
AMZN,0.401,0.284,0.747,0.0,0.297,0.446,0.581,0.63,0.631,0.652
GOOGL,-0.481,0.607,0.172,0.297,0.0,0.598,0.348,0.697,0.482,0.093
INTC,-0.263,0.627,0.222,0.446,0.598,0.0,0.404,0.754,0.719,0.069
MARA,0.225,0.069,0.284,0.581,0.348,0.404,0.0,0.731,0.806,0.398
NVDA,-0.171,0.625,0.368,0.63,0.697,0.754,0.731,0.0,0.931,0.373
PLUG,-0.051,0.506,0.281,0.631,0.482,0.719,0.806,0.931,0.0,0.352
TSLA,0.579,0.122,0.832,0.652,0.093,0.069,0.398,0.373,0.352,0.0
