,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.201,0.024,-0.36,-0.01,-0.206,0.443,-0.097,0.094,0.186
AAPL,0.201,0.0,0.601,0.35,0.925,0.655,0.306,0.581,0.446,0.695
AMD,0.024,0.601,0.0,0.811,0.745,0.902,0.16,0.951,0.891,0.802
AMZN,-0.36,0.35,0.811,0.0,0.581,0.779,-0.059,0.78,0.75,0.496
GOOGL,-0.01,0.925,0.745,0.581,0.0,0.804,0.246,0.729,0.614,0.793
INTC,-0.206,0.655,0.902,0.779,0.804,0.0,0.087,0.91,0.763,0.756
MARA,0.443,0.306,0.16,-0.059,0.246,0.087,0.0,0.107,0.311,0.385
NVDA,-0.097,0.581,0.951,0.78,0.729,0.91,0.107,0.0,0.842,0.819
PLUG,0.094,0.446,0.891,0.75,0.614,0.763,0.311,0.842,0.0,0.808
TSLA,0.186,0.695,0.802,0.496,0.793,0.756,0.385,0.819,0.808,0.0
