,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.685,-0.498,-0.697,0.138,0.426,0.211,0.135,-0.688,-0.751
AAPL,-0.685,0.0,0.552,0.59,-0.341,-0.65,-0.457,-0.348,0.9,0.894
AMD,-0.498,0.552,0.0,0.411,0.344,0.157,0.41,0.539,0.512,0.483
AMZN,-0.697,0.59,0.411,0.0,0.122,-0.252,-0.164,-0.095,0.626,0.804
GOOGL,0.138,-0.341,0.344,0.122,0.0,0.827,0.761,0.823,-0.243,-0.219
INTC,0.426,-0.65,0.157,-0.252,0.827,0.0,0.88,0.88,-0.593,-0.582
MARA,0.211,-0.457,0.41,-0.164,0.761,0.88,0.0,0.947,-0.451,-0.426
NVDA,0.135,-0.348,0.539,-0.095,0.823,0.88,0.947,0.0,-0.339,-0.345
PLUG,-0.688,0.9,0.512,0.626,-0.243,-0.593,-0.451,-0.339,0.0,0.911
TSLA,-0.751,0.894,0.483,0.804,-0.219,-0.582,-0.426,-0.345,0.911,0.0
