,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.205,0.786,0.95,0.914,-0.133,0.682,0.708,0.749,0.912
AAPL,-0.205,0.0,0.261,-0.255,-0.117,0.883,-0.363,0.412,-0.216,0.036
AMD,0.786,0.261,0.0,0.806,0.883,0.352,0.652,0.926,0.638,0.909
AMZN,0.95,-0.255,0.806,0.0,0.93,-0.126,0.802,0.704,0.771,0.905
GOOGL,0.914,-0.117,0.883,0.93,0.0,-0.084,0.822,0.728,0.791,0.955
INTC,-0.133,0.883,0.352,-0.126,-0.084,0.0,-0.217,0.514,-0.139,0.095
MARA,0.682,-0.363,0.652,0.802,0.822,-0.217,0.0,0.447,0.753,0.761
NVDA,0.708,0.412,0.926,0.704,0.728,0.514,0.447,0.0,0.519,0.801
PLUG,0.749,-0.216,0.638,0.771,0.791,-0.139,0.753,0.519,0.0,0.771
TSLA,0.912,0.036,0.909,0.905,0.955,0.095,0.761,0.801,0.771,0.0
