,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.856,0.814,0.496,0.546,0.376,0.946,0.917,0.647,0.109
AAPL,0.856,0.0,0.659,0.386,0.494,0.135,0.841,0.846,0.644,0.043
AMD,0.814,0.659,0.0,0.686,0.731,0.667,0.828,0.894,0.789,0.32
AMZN,0.496,0.386,0.686,0.0,0.896,0.861,0.505,0.525,0.739,0.829
GOOGL,0.546,0.494,0.731,0.896,0.0,0.774,0.588,0.611,0.822,0.737
INTC,0.376,0.135,0.667,0.861,0.774,0.0,0.373,0.395,0.548,0.699
MARA,0.946,0.841,0.828,0.505,0.588,0.373,0.0,0.923,0.739,0.109
NVDA,0.917,0.846,0.894,0.525,0.611,0.395,0.923,0.0,0.771,0.128
PLUG,0.647,0.644,0.789,0.739,0.822,0.548,0.739,0.771,0.0,0.526
TSLA,0.109,0.043,0.32,0.829,0.737,0.699,0.109,0.128,0.526,0.0
