,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.764,0.929,0.893,0.83,0.898,0.578,0.802,0.944,0.716
AAPL,0.764,0.0,0.854,0.74,0.751,0.864,0.351,0.711,0.79,0.773
AMD,0.929,0.854,0.0,0.926,0.925,0.985,0.625,0.886,0.946,0.711
AMZN,0.893,0.74,0.926,0.0,0.975,0.932,0.83,0.901,0.884,0.489
GOOGL,0.83,0.751,0.925,0.975,0.0,0.947,0.831,0.927,0.836,0.447
INTC,0.898,0.864,0.985,0.932,0.947,0.0,0.65,0.903,0.916,0.649
MARA,0.578,0.351,0.625,0.83,0.831,0.65,0.0,0.791,0.539,-0.021
NVDA,0.802,0.711,0.886,0.901,0.927,0.903,0.791,0.0,0.734,0.376
PLUG,0.944,0.79,0.946,0.884,0.836,0.916,0.539,0.734,0.0,0.763
TSLA,0.716,0.773,0.711,0.489,0.447,0.649,-0.021,0.376,0.763,0.0
