,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.576,0.563,0.256,-0.062,0.695,0.312,0.515,0.371,0.507
AAPL,0.576,0.0,0.898,0.893,-0.03,0.69,0.153,0.911,0.593,0.887
AMD,0.563,0.898,0.0,0.816,0.162,0.564,0.104,0.934,0.671,0.806
AMZN,0.256,0.893,0.816,0.0,-0.109,0.531,0.073,0.806,0.445,0.773
GOOGL,-0.062,-0.03,0.162,-0.109,0.0,-0.471,-0.08,0.302,0.556,-0.056
INTC,0.695,0.69,0.564,0.531,-0.471,0.0,0.208,0.527,0.191,0.712
MARA,0.312,0.153,0.104,0.073,-0.08,0.208,0.0,0.098,-0.284,0.028
NVDA,0.515,0.911,0.934,0.806,0.302,0.527,0.098,0.0,0.774,0.836
PLUG,0.371,0.593,0.671,0.445,0.556,0.191,-0.284,0.774,0.0,0.606
TSLA,0.507,0.887,0.806,0.773,-0.056,0.712,0.028,0.836,0.606,0.0
