,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.424,0.119,0.357,0.247,0.503,0.317,0.14,0.272,0.177
AAPL,0.424,0.0,0.511,0.695,0.628,0.773,-0.073,0.316,0.05,0.05
AMD,0.119,0.511,0.0,0.703,0.887,0.047,-0.763,0.937,-0.746,-0.759
AMZN,0.357,0.695,0.703,0.0,0.876,0.382,-0.378,0.688,-0.373,-0.375
GOOGL,0.247,0.628,0.887,0.876,0.0,0.139,-0.65,0.89,-0.59,-0.664
INTC,0.503,0.773,0.047,0.382,0.139,0.0,0.46,-0.174,0.524,0.558
MARA,0.317,-0.073,-0.763,-0.378,-0.65,0.46,0.0,-0.813,0.865,0.92
NVDA,0.14,0.316,0.937,0.688,0.89,-0.174,-0.813,0.0,-0.81,-0.888
PLUG,0.272,0.05,-0.746,-0.373,-0.59,0.524,0.865,-0.81,0.0,0.894
TSLA,0.177,0.05,-0.759,-0.375,-0.664,0.558,0.92,-0.888,0.894,0.0
