,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.762,0.937,0.974,0.955,0.934,0.907,0.893,0.132,0.742
AAPL,0.762,0.0,0.782,0.818,0.855,0.873,0.746,0.864,0.277,0.876
AMD,0.937,0.782,0.0,0.954,0.916,0.969,0.798,0.969,0.0,0.774
AMZN,0.974,0.818,0.954,0.0,0.98,0.965,0.888,0.931,0.066,0.775
GOOGL,0.955,0.855,0.916,0.98,0.0,0.958,0.926,0.908,0.093,0.777
INTC,0.934,0.873,0.969,0.965,0.958,0.0,0.843,0.965,0.048,0.808
MARA,0.907,0.746,0.798,0.888,0.926,0.843,0.0,0.789,0.24,0.681
NVDA,0.893,0.864,0.969,0.931,0.908,0.965,0.789,0.0,0.072,0.854
PLUG,0.132,0.277,0.0,0.066,0.093,0.048,0.24,0.072,0.0,0.284
TSLA,0.742,0.876,0.774,0.775,0.777,0.808,0.681,0.854,0.284,0.0
