,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.802,0.667,0.89,0.775,0.903,0.68,0.761,0.696,0.841
AAPL,0.802,0.0,0.877,0.875,0.933,0.82,0.643,0.892,0.838,0.908
AMD,0.667,0.877,0.0,0.836,0.934,0.73,0.429,0.935,0.844,0.853
AMZN,0.89,0.875,0.836,0.0,0.89,0.912,0.529,0.907,0.751,0.873
GOOGL,0.775,0.933,0.934,0.89,0.0,0.84,0.563,0.951,0.792,0.947
INTC,0.903,0.82,0.73,0.912,0.84,0.0,0.75,0.83,0.748,0.874
MARA,0.68,0.643,0.429,0.529,0.563,0.75,0.0,0.504,0.68,0.681
NVDA,0.761,0.892,0.935,0.907,0.951,0.83,0.504,0.0,0.753,0.913
PLUG,0.696,0.838,0.844,0.751,0.792,0.748,0.68,0.753,0.0,0.774
TSLA,0.841,0.908,0.853,0.873,0.947,0.874,0.681,0.913,0.774,0.0
