,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.845,0.767,0.331,0.663,0.511,-0.396,0.886,0.796,0.885
AAPL,0.845,0.0,0.873,0.448,0.764,0.591,-0.447,0.906,0.757,0.828
AMD,0.767,0.873,0.0,0.68,0.525,0.783,-0.172,0.841,0.542,0.608
AMZN,0.331,0.448,0.68,0.0,-0.015,0.933,0.147,0.387,0.079,0.081
GOOGL,0.663,0.764,0.525,-0.015,0.0,0.143,-0.612,0.649,0.735,0.785
INTC,0.511,0.591,0.783,0.933,0.143,0.0,-0.101,0.512,0.272,0.294
MARA,-0.396,-0.447,-0.172,0.147,-0.612,-0.101,0.0,-0.251,-0.559,-0.549
NVDA,0.886,0.906,0.841,0.387,0.649,0.512,-0.251,0.0,0.736,0.827
PLUG,0.796,0.757,0.542,0.079,0.735,0.272,-0.559,0.736,0.0,0.926
TSLA,0.885,0.828,0.608,0.081,0.785,0.294,-0.549,0.827,0.926,0.0
