,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.515,-0.125,-0.425,-0.481,0.191,-0.334,-0.494,-0.113,-0.361
AAPL,-0.515,0.0,-0.077,0.396,0.913,0.352,0.574,0.753,0.083,0.704
AMD,-0.125,-0.077,0.0,0.733,-0.077,0.426,-0.186,0.456,0.871,0.464
AMZN,-0.425,0.396,0.733,0.0,0.472,0.39,0.072,0.72,0.733,0.788
GOOGL,-0.481,0.913,-0.077,0.472,0.0,0.364,0.553,0.778,0.141,0.735
INTC,0.191,0.352,0.426,0.39,0.364,0.0,0.234,0.585,0.59,0.542
MARA,-0.334,0.574,-0.186,0.072,0.553,0.234,0.0,0.497,0.03,0.27
NVDA,-0.494,0.753,0.456,0.72,0.778,0.585,0.497,0.0,0.641,0.879
PLUG,-0.113,0.083,0.871,0.733,0.141,0.59,0.03,0.641,0.0,0.624
TSLA,-0.361,0.704,0.464,0.788,0.735,0.542,0.27,0.879,0.624,0.0
