,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.122,-0.497,0.273,0.486,0.046,0.42,0.174,0.051,-0.351
AAPL,0.122,0.0,0.324,0.677,0.438,-0.435,-0.182,0.276,0.327,0.43
AMD,-0.497,0.324,0.0,-0.012,-0.071,0.045,0.041,0.438,0.341,0.4
AMZN,0.273,0.677,-0.012,0.0,0.792,-0.013,0.048,0.475,0.129,0.362
GOOGL,0.486,0.438,-0.071,0.792,0.0,0.27,0.509,0.728,0.253,0.178
INTC,0.046,-0.435,0.045,-0.013,0.27,0.0,0.456,0.502,-0.093,-0.122
MARA,0.42,-0.182,0.041,0.048,0.509,0.456,0.0,0.713,0.204,-0.144
NVDA,0.174,0.276,0.438,0.475,0.728,0.502,0.713,0.0,0.277,0.128
PLUG,0.051,0.327,0.341,0.129,0.253,-0.093,0.204,0.277,0.0,0.356
TSLA,-0.351,0.43,0.4,0.362,0.178,-0.122,-0.144,0.128,0.356,0.0
