,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.471,-0.092,0.343,0.141,0.393,0.485,-0.065,0.353,0.381
AAPL,0.471,0.0,0.132,0.614,0.397,0.599,0.226,-0.085,0.205,0.437
AMD,-0.092,0.132,0.0,0.54,0.802,0.003,-0.704,0.919,-0.84,-0.73
AMZN,0.343,0.614,0.54,0.0,0.841,0.307,-0.21,0.524,-0.32,-0.167
GOOGL,0.141,0.397,0.802,0.841,0.0,0.066,-0.531,0.814,-0.652,-0.543
INTC,0.393,0.599,0.003,0.307,0.066,0.0,0.553,-0.24,0.493,0.573
MARA,0.485,0.226,-0.704,-0.21,-0.531,0.553,0.0,-0.763,0.91,0.885
NVDA,-0.065,-0.085,0.919,0.524,0.814,-0.24,-0.763,0.0,-0.9,-0.877
PLUG,0.353,0.205,-0.84,-0.32,-0.652,0.493,0.91,-0.9,0.0,0.93
TSLA,0.381,0.437,-0.73,-0.167,-0.543,0.573,0.885,-0.877,0.93,0.0
