,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.907,-0.783,-0.789,-0.74,0.503,0.102,-0.851,-0.088,-0.529
AAPL,-0.907,0.0,0.812,0.889,0.918,-0.431,-0.175,0.863,0.017,0.524
AMD,-0.783,0.812,0.0,0.54,0.69,-0.358,0.222,0.955,0.393,0.749
AMZN,-0.789,0.889,0.54,0.0,0.85,-0.51,-0.447,0.628,-0.274,0.208
GOOGL,-0.74,0.918,0.69,0.85,0.0,-0.231,-0.183,0.747,-0.051,0.407
INTC,0.503,-0.431,-0.358,-0.51,-0.231,0.0,0.527,-0.423,-0.131,-0.315
MARA,0.102,-0.175,0.222,-0.447,-0.183,0.527,0.0,0.107,0.437,0.227
NVDA,-0.851,0.863,0.955,0.628,0.747,-0.423,0.107,0.0,0.411,0.796
PLUG,-0.088,0.017,0.393,-0.274,-0.051,-0.131,0.437,0.411,0.0,0.675
TSLA,-0.529,0.524,0.749,0.208,0.407,-0.315,0.227,0.796,0.675,0.0
