,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.939,-0.68,-0.942,-0.851,0.411,-0.754,-0.894,-0.085,-0.621
AAPL,-0.939,0.0,0.765,0.918,0.846,-0.49,0.692,0.934,0.255,0.737
AMD,-0.68,0.765,0.0,0.652,0.546,-0.581,0.404,0.834,0.339,0.861
AMZN,-0.942,0.918,0.652,0.0,0.802,-0.495,0.749,0.838,0.037,0.571
GOOGL,-0.851,0.846,0.546,0.802,0.0,-0.163,0.667,0.795,0.301,0.608
INTC,0.411,-0.49,-0.581,-0.495,-0.163,0.0,0.006,-0.503,-0.243,-0.462
MARA,-0.754,0.692,0.404,0.749,0.667,0.006,0.0,0.597,-0.256,0.416
NVDA,-0.894,0.934,0.834,0.838,0.795,-0.503,0.597,0.0,0.32,0.717
PLUG,-0.085,0.255,0.339,0.037,0.301,-0.243,-0.256,0.32,0.0,0.502
TSLA,-0.621,0.737,0.861,0.571,0.608,-0.462,0.416,0.717,0.502,0.0
