,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.654,0.701,0.931,0.772,0.869,0.781,0.628,0.799,0.861
AAPL,0.654,0.0,0.803,0.712,0.597,0.433,0.354,0.871,0.402,0.661
AMD,0.701,0.803,0.0,0.757,0.761,0.627,0.612,0.899,0.636,0.819
AMZN,0.931,0.712,0.757,0.0,0.794,0.88,0.753,0.725,0.825,0.873
GOOGL,0.772,0.597,0.761,0.794,0.0,0.869,0.87,0.561,0.826,0.926
INTC,0.869,0.433,0.627,0.88,0.869,0.0,0.931,0.469,0.939,0.876
MARA,0.781,0.354,0.612,0.753,0.87,0.931,0.0,0.406,0.912,0.867
NVDA,0.628,0.871,0.899,0.725,0.561,0.469,0.406,0.0,0.472,0.686
PLUG,0.799,0.402,0.636,0.825,0.826,0.939,0.912,0.472,0.0,0.87
TSLA,0.861,0.661,0.819,0.873,0.926,0.876,0.867,0.686,0.87,0.0
