,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.707,-0.782,-0.573,-0.656,-0.743,0.028,-0.054,-0.314,-0.706
AAPL,-0.707,0.0,0.901,0.676,0.753,0.904,-0.002,0.39,0.466,0.927
AMD,-0.782,0.901,0.0,0.62,0.752,0.96,-0.223,0.321,0.481,0.86
AMZN,-0.573,0.676,0.62,0.0,0.918,0.597,0.242,-0.212,-0.201,0.851
GOOGL,-0.656,0.753,0.752,0.918,0.0,0.739,-0.038,-0.086,-0.083,0.884
INTC,-0.743,0.904,0.96,0.597,0.739,0.0,-0.221,0.383,0.443,0.851
MARA,0.028,-0.002,-0.223,0.242,-0.038,-0.221,0.0,-0.217,-0.299,0.091
NVDA,-0.054,0.39,0.321,-0.212,-0.086,0.383,-0.217,0.0,0.605,0.163
PLUG,-0.314,0.466,0.481,-0.201,-0.083,0.443,-0.299,0.605,0.0,0.168
TSLA,-0.706,0.927,0.86,0.851,0.884,0.851,0.091,0.163,0.168,0.0
