,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.584,-0.126,-0.067,-0.382,0.026,0.884,-0.541,0.097,0.907
AAPL,0.584,0.0,-0.791,-0.396,0.388,-0.464,0.589,-0.841,-0.538,0.797
AMD,-0.126,-0.791,0.0,0.575,-0.596,0.658,-0.249,0.78,0.701,-0.41
AMZN,-0.067,-0.396,0.575,0.0,-0.142,0.132,-0.172,0.634,0.072,-0.285
GOOGL,-0.382,0.388,-0.596,-0.142,0.0,-0.56,-0.402,-0.154,-0.713,-0.178
INTC,0.026,-0.464,0.658,0.132,-0.56,0.0,-0.118,0.345,0.683,-0.114
MARA,0.884,0.589,-0.249,-0.172,-0.402,-0.118,0.0,-0.565,0.048,0.883
NVDA,-0.541,-0.841,0.78,0.634,-0.154,0.345,-0.565,0.0,0.319,-0.758
PLUG,0.097,-0.538,0.701,0.072,-0.713,0.683,0.048,0.319,0.0,-0.106
TSLA,0.907,0.797,-0.41,-0.285,-0.178,-0.114,0.883,-0.758,-0.106,0.0
