,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.899,0.293,0.831,0.681,0.846,0.897,0.816,0.868,0.923
AAPL,0.899,0.0,0.462,0.835,0.813,0.889,0.93,0.924,0.919,0.93
AMD,0.293,0.462,0.0,0.218,0.567,0.435,0.419,0.571,0.446,0.429
AMZN,0.831,0.835,0.218,0.0,0.857,0.905,0.931,0.877,0.889,0.896
GOOGL,0.681,0.813,0.567,0.857,0.0,0.889,0.867,0.917,0.833,0.862
INTC,0.846,0.889,0.435,0.905,0.889,0.0,0.889,0.876,0.85,0.903
MARA,0.897,0.93,0.419,0.931,0.867,0.889,0.0,0.965,0.984,0.966
NVDA,0.816,0.924,0.571,0.877,0.917,0.876,0.965,0.0,0.961,0.926
PLUG,0.868,0.919,0.446,0.889,0.833,0.85,0.984,0.961,0.0,0.926
TSLA,0.923,0.93,0.429,0.896,0.862,0.903,0.966,0.926,0.926,0.0
