,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.541,0.201,-0.142,-0.034,0.176,0.705,0.85,0.034,-0.614
AAPL,0.541,0.0,-0.406,0.24,0.082,0.116,0.534,0.382,-0.098,-0.494
AMD,0.201,-0.406,0.0,-0.492,-0.001,0.445,-0.085,0.362,0.355,0.129
AMZN,-0.142,0.24,-0.492,0.0,-0.472,0.22,0.287,-0.253,-0.473,0.127
GOOGL,-0.034,0.082,-0.001,-0.472,0.0,-0.226,0.046,-0.089,0.445,-0.01
INTC,0.176,0.116,0.445,0.22,-0.226,0.0,0.311,0.203,0.229,0.216
MARA,0.705,0.534,-0.085,0.287,0.046,0.311,0.0,0.446,0.172,-0.282
NVDA,0.85,0.382,0.362,-0.253,-0.089,0.203,0.446,0.0,-0.077,-0.76
PLUG,0.034,-0.098,0.355,-0.473,0.445,0.229,0.172,-0.077,0.0,0.306
TSLA,-0.614,-0.494,0.129,0.127,-0.01,0.216,-0.282,-0.76,0.306,0.0
