,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.812,0.765,0.916,0.87,0.647,0.817,0.92,0.752,0.87
AAPL,0.812,0.0,0.811,0.842,0.945,0.936,0.912,0.912,0.933,0.977
AMD,0.765,0.811,0.0,0.843,0.871,0.789,0.88,0.894,0.731,0.778
AMZN,0.916,0.842,0.843,0.0,0.936,0.704,0.927,0.966,0.81,0.892
GOOGL,0.87,0.945,0.871,0.936,0.0,0.858,0.97,0.965,0.928,0.954
INTC,0.647,0.936,0.789,0.704,0.858,0.0,0.828,0.808,0.87,0.881
MARA,0.817,0.912,0.88,0.927,0.97,0.828,0.0,0.954,0.905,0.92
NVDA,0.92,0.912,0.894,0.966,0.965,0.808,0.954,0.0,0.856,0.928
PLUG,0.752,0.933,0.731,0.81,0.928,0.87,0.905,0.856,0.0,0.936
TSLA,0.87,0.977,0.778,0.892,0.954,0.881,0.92,0.928,0.936,0.0
