,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.918,0.915,0.833,0.635,0.854,0.463,0.924,-0.544,0.878
AAPL,0.918,0.0,0.963,0.863,0.686,0.88,0.409,0.98,-0.753,0.8
AMD,0.915,0.963,0.0,0.919,0.651,0.878,0.373,0.965,-0.657,0.773
AMZN,0.833,0.863,0.919,0.0,0.47,0.89,0.262,0.84,-0.564,0.617
GOOGL,0.635,0.686,0.651,0.47,0.0,0.494,0.343,0.701,-0.454,0.673
INTC,0.854,0.88,0.878,0.89,0.494,0.0,0.365,0.826,-0.62,0.695
MARA,0.463,0.409,0.373,0.262,0.343,0.365,0.0,0.457,-0.198,0.554
NVDA,0.924,0.98,0.965,0.84,0.701,0.826,0.457,0.0,-0.724,0.822
PLUG,-0.544,-0.753,-0.657,-0.564,-0.454,-0.62,-0.198,-0.724,0.0,-0.481
TSLA,0.878,0.8,0.773,0.617,0.673,0.695,0.554,0.822,-0.481,0.0
