,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.017,0.404,-0.052,-0.045,0.178,0.102,0.236,0.45,-0.042
AAPL,-0.017,0.0,0.406,0.935,0.788,0.78,0.475,0.799,0.629,0.86
AMD,0.404,0.406,0.0,0.439,0.049,0.408,-0.207,0.805,0.738,0.473
AMZN,-0.052,0.935,0.439,0.0,0.684,0.709,0.346,0.774,0.657,0.815
GOOGL,-0.045,0.788,0.049,0.684,0.0,0.84,0.859,0.551,0.486,0.68
INTC,0.178,0.78,0.408,0.709,0.84,0.0,0.654,0.754,0.744,0.733
MARA,0.102,0.475,-0.207,0.346,0.859,0.654,0.0,0.255,0.29,0.337
NVDA,0.236,0.799,0.805,0.774,0.551,0.754,0.255,0.0,0.873,0.742
PLUG,0.45,0.629,0.738,0.657,0.486,0.744,0.29,0.873,0.0,0.581
TSLA,-0.042,0.86,0.473,0.815,0.68,0.733,0.337,0.742,0.581,0.0
