,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.594,0.919,0.925,0.47,0.86,0.94,0.939,0.928,0.902
AAPL,0.594,0.0,0.638,0.684,0.853,0.265,0.645,0.761,0.709,0.472
AMD,0.919,0.638,0.0,0.921,0.602,0.862,0.918,0.945,0.922,0.927
AMZN,0.925,0.684,0.921,0.0,0.515,0.811,0.968,0.96,0.93,0.905
GOOGL,0.47,0.853,0.602,0.515,0.0,0.17,0.465,0.631,0.567,0.344
INTC,0.86,0.265,0.862,0.811,0.17,0.0,0.856,0.773,0.762,0.937
MARA,0.94,0.645,0.918,0.968,0.465,0.856,0.0,0.954,0.942,0.94
NVDA,0.939,0.761,0.945,0.96,0.631,0.773,0.954,0.0,0.967,0.896
PLUG,0.928,0.709,0.922,0.93,0.567,0.762,0.942,0.967,0.0,0.89
TSLA,0.902,0.472,0.927,0.905,0.344,0.937,0.94,0.896,0.89,0.0
