,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.753,0.766,0.785,0.655,0.865,0.686,0.769,0.508,0.607
AAPL,0.753,0.0,0.296,0.953,0.906,0.551,0.386,0.49,0.894,0.806
AMD,0.766,0.296,0.0,0.423,0.332,0.933,0.892,0.922,0.065,0.398
AMZN,0.785,0.953,0.423,0.0,0.924,0.62,0.553,0.631,0.883,0.85
GOOGL,0.655,0.906,0.332,0.924,0.0,0.553,0.505,0.591,0.88,0.918
INTC,0.865,0.551,0.933,0.62,0.553,0.0,0.85,0.93,0.312,0.549
MARA,0.686,0.386,0.892,0.553,0.505,0.85,0.0,0.941,0.282,0.57
NVDA,0.769,0.49,0.922,0.631,0.591,0.93,0.941,0.0,0.359,0.654
PLUG,0.508,0.894,0.065,0.883,0.88,0.312,0.282,0.359,0.0,0.83
TSLA,0.607,0.806,0.398,0.85,0.918,0.549,0.57,0.654,0.83,0.0
