,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.824,0.188,0.936,0.695,0.774,0.914,0.954,0.944,0.869
AAPL,0.824,0.0,-0.135,0.847,0.804,0.916,0.928,0.896,0.797,0.96
AMD,0.188,-0.135,0.0,0.002,0.131,0.117,-0.089,0.168,0.049,-0.091
AMZN,0.936,0.847,0.002,0.0,0.724,0.782,0.923,0.942,0.889,0.893
GOOGL,0.695,0.804,0.131,0.724,0.0,0.878,0.755,0.789,0.547,0.85
INTC,0.774,0.916,0.117,0.782,0.878,0.0,0.825,0.882,0.674,0.907
MARA,0.914,0.928,-0.089,0.923,0.755,0.825,0.0,0.941,0.929,0.969
NVDA,0.954,0.896,0.168,0.942,0.789,0.882,0.941,0.0,0.899,0.93
PLUG,0.944,0.797,0.049,0.889,0.547,0.674,0.929,0.899,0.0,0.836
TSLA,0.869,0.96,-0.091,0.893,0.85,0.907,0.969,0.93,0.836,0.0
