,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.933,0.926,0.851,0.925,0.944,0.904,0.655,0.749,0.874
AAPL,0.933,0.0,0.964,0.955,0.956,0.984,0.927,0.811,0.881,0.926
AMD,0.926,0.964,0.0,0.945,0.973,0.971,0.945,0.712,0.859,0.906
AMZN,0.851,0.955,0.945,0.0,0.922,0.945,0.87,0.852,0.929,0.888
GOOGL,0.925,0.956,0.973,0.922,0.0,0.962,0.965,0.662,0.876,0.908
INTC,0.944,0.984,0.971,0.945,0.962,0.0,0.938,0.782,0.867,0.937
MARA,0.904,0.927,0.945,0.87,0.965,0.938,0.0,0.612,0.834,0.942
NVDA,0.655,0.811,0.712,0.852,0.662,0.782,0.612,0.0,0.801,0.758
PLUG,0.749,0.881,0.859,0.929,0.876,0.867,0.834,0.801,0.0,0.862
TSLA,0.874,0.926,0.906,0.888,0.908,0.937,0.942,0.758,0.862,0.0
