,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.616,-0.375,-0.528,0.016,-0.137,0.447,-0.637,-0.229,-0.289
AAPL,-0.616,0.0,0.282,0.471,0.381,-0.156,-0.08,0.682,0.011,0.673
AMD,-0.375,0.282,0.0,0.716,-0.306,0.735,0.143,0.731,0.825,0.267
AMZN,-0.528,0.471,0.716,0.0,-0.063,0.469,-0.116,0.796,0.739,0.342
GOOGL,0.016,0.381,-0.306,-0.063,0.0,-0.798,0.213,0.163,-0.565,0.562
INTC,-0.137,-0.156,0.735,0.469,-0.798,0.0,0.047,0.247,0.892,-0.307
MARA,0.447,-0.08,0.143,-0.116,0.213,0.047,0.0,-0.081,0.037,0.237
NVDA,-0.637,0.682,0.731,0.796,0.163,0.247,-0.081,0.0,0.455,0.561
PLUG,-0.229,0.011,0.825,0.739,-0.565,0.892,0.037,0.455,0.0,-0.038
TSLA,-0.289,0.673,0.267,0.342,0.562,-0.307,0.237,0.561,-0.038,0.0
