,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.584,0.737,0.554,0.673,0.729,0.52,-0.265,0.4,0.635
AAPL,0.584,0.0,0.728,0.73,0.717,0.917,0.758,-0.232,0.668,0.4
AMD,0.737,0.728,0.0,0.827,0.835,0.883,0.575,-0.183,0.677,0.715
AMZN,0.554,0.73,0.827,0.0,0.722,0.823,0.663,-0.133,0.844,0.582
GOOGL,0.673,0.717,0.835,0.722,0.0,0.819,0.635,-0.116,0.663,0.733
INTC,0.729,0.917,0.883,0.823,0.819,0.0,0.759,-0.245,0.71,0.6
MARA,0.52,0.758,0.575,0.663,0.635,0.759,0.0,-0.615,0.719,0.604
NVDA,-0.265,-0.232,-0.183,-0.133,-0.116,-0.245,-0.615,0.0,-0.293,-0.279
PLUG,0.4,0.668,0.677,0.844,0.663,0.71,0.719,-0.293,0.0,0.437
TSLA,0.635,0.4,0.715,0.582,0.733,0.6,0.604,-0.279,0.437,0.0
