,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.101,0.091,-0.177,-0.045,-0.14,0.426,-0.022,0.169,0.089
AAPL,0.101,0.0,0.831,0.825,0.954,0.798,-0.117,0.724,0.676,0.809
AMD,0.091,0.831,0.0,0.894,0.884,0.91,0.019,0.929,0.921,0.94
AMZN,-0.177,0.825,0.894,0.0,0.899,0.833,-0.195,0.782,0.827,0.917
GOOGL,-0.045,0.954,0.884,0.899,0.0,0.877,-0.105,0.804,0.755,0.857
INTC,-0.14,0.798,0.91,0.833,0.877,0.0,-0.059,0.919,0.801,0.832
MARA,0.426,-0.117,0.019,-0.195,-0.105,-0.059,0.0,0.015,0.156,-0.03
NVDA,-0.022,0.724,0.929,0.782,0.804,0.919,0.015,0.0,0.845,0.847
PLUG,0.169,0.676,0.921,0.827,0.755,0.801,0.156,0.845,0.0,0.908
TSLA,0.089,0.809,0.94,0.917,0.857,0.832,-0.03,0.847,0.908,0.0
