,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.867,0.413,0.644,0.252,0.656,0.755,0.42,0.134,0.57
AAPL,0.867,0.0,0.481,0.785,0.293,0.728,0.849,0.497,0.213,0.743
AMD,0.413,0.481,0.0,0.743,0.324,0.886,0.705,0.989,0.127,0.786
AMZN,0.644,0.785,0.743,0.0,0.495,0.827,0.788,0.786,0.36,0.865
GOOGL,0.252,0.293,0.324,0.495,0.0,0.281,0.15,0.361,0.76,0.556
INTC,0.656,0.728,0.886,0.827,0.281,0.0,0.866,0.904,0.061,0.798
MARA,0.755,0.849,0.705,0.788,0.15,0.866,0.0,0.714,0.116,0.744
NVDA,0.42,0.497,0.989,0.786,0.361,0.904,0.714,0.0,0.15,0.802
PLUG,0.134,0.213,0.127,0.36,0.76,0.061,0.116,0.15,0.0,0.459
TSLA,0.57,0.743,0.786,0.865,0.556,0.798,0.744,0.802,0.459,0.0
