,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.303,0.438,0.39,-0.068,0.764,0.102,-0.046,0.796,0.451
AAPL,-0.303,0.0,0.428,0.628,0.77,0.182,0.631,0.617,-0.114,0.457
AMD,0.438,0.428,0.0,0.739,0.589,0.72,0.565,0.593,0.35,0.672
AMZN,0.39,0.628,0.739,0.0,0.745,0.715,0.804,0.665,0.534,0.855
GOOGL,-0.068,0.77,0.589,0.745,0.0,0.452,0.887,0.942,0.113,0.666
INTC,0.764,0.182,0.72,0.715,0.452,0.0,0.565,0.442,0.701,0.751
MARA,0.102,0.631,0.565,0.804,0.887,0.565,0.0,0.88,0.321,0.786
NVDA,-0.046,0.617,0.593,0.665,0.942,0.442,0.88,0.0,0.086,0.64
PLUG,0.796,-0.114,0.35,0.534,0.113,0.701,0.321,0.086,0.0,0.518
TSLA,0.451,0.457,0.672,0.855,0.666,0.751,0.786,0.64,0.518,0.0
