,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.299,0.292,-0.297,-0.143,0.263,0.367,-0.273,0.623,-0.059
AAPL,-0.299,0.0,0.642,0.98,0.932,0.564,0.595,0.963,-0.704,0.831
AMD,0.292,0.642,0.0,0.661,0.739,0.781,0.701,0.611,-0.115,0.609
AMZN,-0.297,0.98,0.661,0.0,0.955,0.593,0.639,0.946,-0.685,0.815
GOOGL,-0.143,0.932,0.739,0.955,0.0,0.628,0.737,0.906,-0.664,0.759
INTC,0.263,0.564,0.781,0.593,0.628,0.0,0.682,0.471,-0.066,0.407
MARA,0.367,0.595,0.701,0.639,0.737,0.682,0.0,0.602,-0.174,0.596
NVDA,-0.273,0.963,0.611,0.946,0.906,0.471,0.602,0.0,-0.704,0.884
PLUG,0.623,-0.704,-0.115,-0.685,-0.664,-0.066,-0.174,-0.704,0.0,-0.394
TSLA,-0.059,0.831,0.609,0.815,0.759,0.407,0.596,0.884,-0.394,0.0
