,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.654,-0.366,-0.701,-0.636,-0.334,-0.32,-0.658,0.498,0.786
AAPL,-0.654,0.0,0.776,0.929,0.886,0.471,0.576,0.891,-0.083,-0.531
AMD,-0.366,0.776,0.0,0.788,0.828,0.586,0.59,0.834,0.263,-0.246
AMZN,-0.701,0.929,0.788,0.0,0.929,0.511,0.454,0.952,0.021,-0.636
GOOGL,-0.636,0.886,0.828,0.929,0.0,0.564,0.641,0.938,0.033,-0.604
INTC,-0.334,0.471,0.586,0.511,0.564,0.0,0.355,0.553,-0.167,-0.067
MARA,-0.32,0.576,0.59,0.454,0.641,0.355,0.0,0.515,-0.137,-0.177
NVDA,-0.658,0.891,0.834,0.952,0.938,0.553,0.515,0.0,0.095,-0.642
PLUG,0.498,-0.083,0.263,0.021,0.033,-0.167,-0.137,0.095,0.0,0.17
TSLA,0.786,-0.531,-0.246,-0.636,-0.604,-0.067,-0.177,-0.642,0.17,0.0
