,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.674,0.896,0.952,0.712,0.906,0.97,0.84,0.974,0.352
AAPL,0.674,0.0,0.795,0.774,0.746,0.478,0.748,0.923,0.74,0.853
AMD,0.896,0.795,0.0,0.954,0.742,0.83,0.905,0.902,0.949,0.57
AMZN,0.952,0.774,0.954,0.0,0.816,0.852,0.957,0.888,0.977,0.474
GOOGL,0.712,0.746,0.742,0.816,0.0,0.542,0.785,0.793,0.723,0.516
INTC,0.906,0.478,0.83,0.852,0.542,0.0,0.826,0.678,0.9,0.18
MARA,0.97,0.748,0.905,0.957,0.785,0.826,0.0,0.891,0.952,0.451
NVDA,0.84,0.923,0.902,0.888,0.793,0.678,0.891,0.0,0.875,0.763
PLUG,0.974,0.74,0.949,0.977,0.723,0.9,0.952,0.875,0.0,0.455
TSLA,0.352,0.853,0.57,0.474,0.516,0.18,0.451,0.763,0.455,0.0
