,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.73,-0.114,-0.504,-0.609,0.428,0.615,0.126,0.772,0.343
AAPL,-0.73,0.0,0.299,0.823,0.949,-0.081,-0.579,0.132,-0.822,-0.223
AMD,-0.114,0.299,0.0,0.269,0.276,0.421,0.482,0.858,0.181,0.481
AMZN,-0.504,0.823,0.269,0.0,0.838,-0.024,-0.383,0.319,-0.606,-0.284
GOOGL,-0.609,0.949,0.276,0.838,0.0,0.034,-0.546,0.184,-0.771,-0.181
INTC,0.428,-0.081,0.421,-0.024,0.034,0.0,0.575,0.656,0.398,0.613
MARA,0.615,-0.579,0.482,-0.383,-0.546,0.575,0.0,0.644,0.905,0.598
NVDA,0.126,0.132,0.858,0.319,0.184,0.656,0.644,0.0,0.355,0.532
PLUG,0.772,-0.822,0.181,-0.606,-0.771,0.398,0.905,0.355,0.0,0.455
TSLA,0.343,-0.223,0.481,-0.284,-0.181,0.613,0.598,0.532,0.455,0.0
