,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.214,-0.221,-0.167,-0.091,0.221,-0.414,-0.103,-0.201,0.02
AAPL,-0.214,0.0,0.965,0.949,0.926,0.436,0.74,0.735,0.532,0.497
AMD,-0.221,0.965,0.0,0.95,0.909,0.499,0.707,0.735,0.543,0.487
AMZN,-0.167,0.949,0.95,0.0,0.967,0.454,0.659,0.685,0.416,0.382
GOOGL,-0.091,0.926,0.909,0.967,0.0,0.56,0.628,0.723,0.417,0.413
INTC,0.221,0.436,0.499,0.454,0.56,0.0,0.129,0.771,0.334,0.55
MARA,-0.414,0.74,0.707,0.659,0.628,0.129,0.0,0.38,0.683,0.502
NVDA,-0.103,0.735,0.735,0.685,0.723,0.771,0.38,0.0,0.503,0.601
PLUG,-0.201,0.532,0.543,0.416,0.417,0.334,0.683,0.503,0.0,0.741
TSLA,0.02,0.497,0.487,0.382,0.413,0.55,0.502,0.601,0.741,0.0
