,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.421,0.231,-0.101,0.108,0.177,-0.353,0.774,0.206,0.015
AAPL,0.421,0.0,-0.217,0.461,0.174,-0.211,-0.156,0.76,-0.329,-0.382
AMD,0.231,-0.217,0.0,-0.532,0.31,0.646,0.334,0.018,0.659,0.707
AMZN,-0.101,0.461,-0.532,0.0,-0.02,-0.598,-0.329,0.111,-0.492,-0.683
GOOGL,0.108,0.174,0.31,-0.02,0.0,0.249,0.037,0.087,0.287,0.144
INTC,0.177,-0.211,0.646,-0.598,0.249,0.0,0.625,-0.073,0.656,0.836
MARA,-0.353,-0.156,0.334,-0.329,0.037,0.625,0.0,-0.284,0.289,0.707
NVDA,0.774,0.76,0.018,0.111,0.087,-0.073,-0.284,0.0,-0.166,-0.231
PLUG,0.206,-0.329,0.659,-0.492,0.287,0.656,0.289,-0.166,0.0,0.746
TSLA,0.015,-0.382,0.707,-0.683,0.144,0.836,0.707,-0.231,0.746,0.0
