,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.508,0.409,-0.206,-0.629,-0.442,0.757,0.639,0.703,0.913
AAPL,0.508,0.0,0.049,-0.799,-0.315,-0.059,0.645,0.698,0.8,0.611
AMD,0.409,0.049,0.0,0.363,0.038,0.135,0.323,0.579,0.37,0.523
AMZN,-0.206,-0.799,0.363,0.0,0.331,0.233,-0.362,-0.272,-0.457,-0.246
GOOGL,-0.629,-0.315,0.038,0.331,0.0,0.749,-0.422,-0.125,-0.49,-0.497
INTC,-0.442,-0.059,0.135,0.233,0.749,0.0,-0.36,0.122,-0.171,-0.322
MARA,0.757,0.645,0.323,-0.362,-0.422,-0.36,0.0,0.631,0.771,0.769
NVDA,0.639,0.698,0.579,-0.272,-0.125,0.122,0.631,0.0,0.799,0.739
PLUG,0.703,0.8,0.37,-0.457,-0.49,-0.171,0.771,0.799,0.0,0.756
TSLA,0.913,0.611,0.523,-0.246,-0.497,-0.322,0.769,0.739,0.756,0.0
