,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.739,-0.52,-0.228,0.588,0.839,0.82,-0.409,-0.187,0.004
AAPL,-0.739,0.0,0.673,0.553,-0.333,-0.632,-0.726,0.717,0.237,0.16
AMD,-0.52,0.673,0.0,0.813,-0.053,-0.19,-0.458,0.915,0.347,-0.34
AMZN,-0.228,0.553,0.813,0.0,0.342,-0.044,-0.357,0.839,0.371,-0.344
GOOGL,0.588,-0.333,-0.053,0.342,0.0,0.606,0.364,0.019,0.171,-0.005
INTC,0.839,-0.632,-0.19,-0.044,0.606,0.0,0.731,-0.164,-0.15,-0.091
MARA,0.82,-0.726,-0.458,-0.357,0.364,0.731,0.0,-0.386,-0.224,-0.046
NVDA,-0.409,0.717,0.915,0.839,0.019,-0.164,-0.386,0.0,0.269,-0.158
PLUG,-0.187,0.237,0.347,0.371,0.171,-0.15,-0.224,0.269,0.0,-0.306
TSLA,0.004,0.16,-0.34,-0.344,-0.005,-0.091,-0.046,-0.158,-0.306,0.0
