,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.71,0.498,0.805,0.544,0.729,0.844,0.443,0.605,0.73
AAPL,0.71,0.0,0.297,0.706,0.652,0.54,0.645,0.28,0.419,0.707
AMD,0.498,0.297,0.0,0.549,0.781,0.804,0.403,0.935,0.192,0.683
AMZN,0.805,0.706,0.549,0.0,0.723,0.833,0.913,0.476,0.796,0.875
GOOGL,0.544,0.652,0.781,0.723,0.0,0.839,0.533,0.736,0.349,0.868
INTC,0.729,0.54,0.804,0.833,0.839,0.0,0.695,0.78,0.481,0.859
MARA,0.844,0.645,0.403,0.913,0.533,0.695,0.0,0.314,0.871,0.714
NVDA,0.443,0.28,0.935,0.476,0.736,0.78,0.314,0.0,0.053,0.6
PLUG,0.605,0.419,0.192,0.796,0.349,0.481,0.871,0.053,0.0,0.557
TSLA,0.73,0.707,0.683,0.875,0.868,0.859,0.714,0.6,0.557,0.0
