,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.236,-0.22,-0.186,0.092,0.054,-0.495,0.195,0.418,-0.518
AAPL,-0.236,0.0,0.881,0.918,0.858,0.822,0.842,0.671,0.467,0.85
AMD,-0.22,0.881,0.0,0.88,0.84,0.777,0.767,0.743,0.584,0.784
AMZN,-0.186,0.918,0.88,0.0,0.795,0.743,0.833,0.609,0.593,0.796
GOOGL,0.092,0.858,0.84,0.795,0.0,0.959,0.655,0.899,0.569,0.693
INTC,0.054,0.822,0.777,0.743,0.959,0.0,0.688,0.853,0.444,0.728
MARA,-0.495,0.842,0.767,0.833,0.655,0.688,0.0,0.43,0.18,0.976
NVDA,0.195,0.671,0.743,0.609,0.899,0.853,0.43,0.0,0.63,0.503
PLUG,0.418,0.467,0.584,0.593,0.569,0.444,0.18,0.63,0.0,0.138
TSLA,-0.518,0.85,0.784,0.796,0.693,0.728,0.976,0.503,0.138,0.0
