,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.378,-0.17,0.431,0.292,-0.133,0.259,0.174,0.505,-0.227
AAPL,0.378,0.0,0.005,0.3,0.07,0.239,0.092,0.305,0.059,0.059
AMD,-0.17,0.005,0.0,-0.84,0.809,-0.396,0.705,0.776,0.067,0.932
AMZN,0.431,0.3,-0.84,0.0,-0.552,0.283,-0.583,-0.502,-0.059,-0.865
GOOGL,0.292,0.07,0.809,-0.552,0.0,-0.643,0.807,0.678,0.301,0.676
INTC,-0.133,0.239,-0.396,0.283,-0.643,0.0,-0.326,-0.053,0.08,-0.189
MARA,0.259,0.092,0.705,-0.583,0.807,-0.326,0.0,0.729,0.449,0.705
NVDA,0.174,0.305,0.776,-0.502,0.678,-0.053,0.729,0.0,0.299,0.763
PLUG,0.505,0.059,0.067,-0.059,0.301,0.08,0.449,0.299,0.0,0.146
TSLA,-0.227,0.059,0.932,-0.865,0.676,-0.189,0.705,0.763,0.146,0.0
