,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.778,0.853,0.952,0.687,0.899,0.934,0.846,0.968,0.685
AAPL,0.778,0.0,0.93,0.849,0.901,0.677,0.916,0.969,0.845,0.953
AMD,0.853,0.93,0.0,0.92,0.858,0.829,0.945,0.961,0.931,0.893
AMZN,0.952,0.849,0.92,0.0,0.802,0.862,0.945,0.887,0.976,0.764
GOOGL,0.687,0.901,0.858,0.802,0.0,0.604,0.854,0.899,0.758,0.858
INTC,0.899,0.677,0.829,0.862,0.604,0.0,0.83,0.765,0.913,0.588
MARA,0.934,0.916,0.945,0.945,0.854,0.83,0.0,0.964,0.946,0.852
NVDA,0.846,0.969,0.961,0.887,0.899,0.765,0.964,0.0,0.895,0.933
PLUG,0.968,0.845,0.931,0.976,0.758,0.913,0.946,0.895,0.0,0.771
TSLA,0.685,0.953,0.893,0.764,0.858,0.588,0.852,0.933,0.771,0.0
