,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.766,-0.855,-0.658,-0.643,0.446,-0.858,-0.777,-0.872,-0.711
AAPL,-0.766,0.0,0.931,0.846,0.615,-0.395,0.863,0.895,0.78,0.818
AMD,-0.855,0.931,0.0,0.792,0.632,-0.549,0.919,0.955,0.914,0.91
AMZN,-0.658,0.846,0.792,0.0,0.769,-0.054,0.8,0.727,0.741,0.583
GOOGL,-0.643,0.615,0.632,0.769,0.0,0.058,0.72,0.573,0.647,0.422
INTC,0.446,-0.395,-0.549,-0.054,0.058,0.0,-0.31,-0.657,-0.432,-0.757
MARA,-0.858,0.863,0.919,0.8,0.72,-0.31,0.0,0.812,0.905,0.765
NVDA,-0.777,0.895,0.955,0.727,0.573,-0.657,0.812,0.0,0.82,0.957
PLUG,-0.872,0.78,0.914,0.741,0.647,-0.432,0.905,0.82,0.0,0.774
TSLA,-0.711,0.818,0.91,0.583,0.422,-0.757,0.765,0.957,0.774,0.0
