,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.674,0.91,0.964,0.951,0.907,0.894,0.846,0.041,0.643
AAPL,0.674,0.0,0.65,0.73,0.809,0.789,0.713,0.747,0.278,0.729
AMD,0.91,0.65,0.0,0.947,0.905,0.951,0.749,0.948,-0.176,0.702
AMZN,0.964,0.73,0.947,0.0,0.975,0.955,0.853,0.92,-0.067,0.712
GOOGL,0.951,0.809,0.905,0.975,0.0,0.954,0.908,0.899,0.01,0.703
INTC,0.907,0.789,0.951,0.955,0.954,0.0,0.803,0.955,-0.1,0.747
MARA,0.894,0.713,0.749,0.853,0.908,0.803,0.0,0.731,0.223,0.561
NVDA,0.846,0.747,0.948,0.92,0.899,0.955,0.731,0.0,-0.139,0.826
PLUG,0.041,0.278,-0.176,-0.067,0.01,-0.1,0.223,-0.139,0.0,0.033
TSLA,0.643,0.729,0.702,0.712,0.703,0.747,0.561,0.826,0.033,0.0
