,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.016,0.342,-0.085,0.121,0.423,0.304,-0.052,-0.067,0.192
AAPL,0.016,0.0,0.207,0.979,0.294,-0.627,0.428,0.942,0.855,0.863
AMD,0.342,0.207,0.0,0.158,0.613,0.334,0.259,0.291,-0.168,0.481
AMZN,-0.085,0.979,0.158,0.0,0.278,-0.647,0.381,0.949,0.875,0.829
GOOGL,0.121,0.294,0.613,0.278,0.0,0.317,0.227,0.345,0.112,0.304
INTC,0.423,-0.627,0.334,-0.647,0.317,0.0,0.036,-0.547,-0.605,-0.468
MARA,0.304,0.428,0.259,0.381,0.227,0.036,0.0,0.426,0.425,0.339
NVDA,-0.052,0.942,0.291,0.949,0.345,-0.547,0.426,0.0,0.776,0.824
PLUG,-0.067,0.855,-0.168,0.875,0.112,-0.605,0.425,0.776,0.0,0.567
TSLA,0.192,0.863,0.481,0.829,0.304,-0.468,0.339,0.824,0.567,0.0
