,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.94,0.918,0.86,0.928,0.947,0.911,0.643,0.769,0.885
AAPL,0.94,0.0,0.949,0.946,0.954,0.982,0.93,0.788,0.884,0.927
AMD,0.918,0.949,0.0,0.956,0.973,0.969,0.938,0.667,0.873,0.906
AMZN,0.86,0.946,0.956,0.0,0.932,0.952,0.876,0.802,0.933,0.892
GOOGL,0.928,0.954,0.973,0.932,0.0,0.966,0.965,0.632,0.889,0.914
INTC,0.947,0.982,0.969,0.952,0.966,0.0,0.942,0.754,0.881,0.942
MARA,0.911,0.93,0.938,0.876,0.965,0.942,0.0,0.586,0.845,0.945
NVDA,0.643,0.788,0.667,0.802,0.632,0.754,0.586,0.0,0.772,0.731
PLUG,0.769,0.884,0.873,0.933,0.889,0.881,0.845,0.772,0.0,0.871
TSLA,0.885,0.927,0.906,0.892,0.914,0.942,0.945,0.731,0.871,0.0
