,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.888,0.807,0.562,0.135,0.411,0.771,0.361,0.657,0.559
AAPL,0.888,0.0,0.815,0.598,0.186,0.432,0.645,0.519,0.51,0.58
AMD,0.807,0.815,0.0,0.747,0.428,0.765,0.717,0.741,0.404,0.651
AMZN,0.562,0.598,0.747,0.0,0.726,0.795,0.831,0.85,0.302,0.808
GOOGL,0.135,0.186,0.428,0.726,0.0,0.592,0.56,0.645,-0.201,0.59
INTC,0.411,0.432,0.765,0.795,0.592,0.0,0.657,0.84,0.343,0.746
MARA,0.771,0.645,0.717,0.831,0.56,0.657,0.0,0.554,0.54,0.764
NVDA,0.361,0.519,0.741,0.85,0.645,0.84,0.554,0.0,0.162,0.765
PLUG,0.657,0.51,0.404,0.302,-0.201,0.343,0.54,0.162,0.0,0.487
TSLA,0.559,0.58,0.651,0.808,0.59,0.746,0.764,0.765,0.487,0.0
