,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.722,0.51,0.387,0.383,0.903,0.84,0.556,0.494,0.636
AAPL,0.722,0.0,0.806,0.805,0.767,0.804,0.423,0.89,0.713,0.809
AMD,0.51,0.806,0.0,0.92,0.827,0.633,0.142,0.961,0.848,0.741
AMZN,0.387,0.805,0.92,0.0,0.841,0.554,-0.011,0.936,0.843,0.693
GOOGL,0.383,0.767,0.827,0.841,0.0,0.462,0.156,0.836,0.616,0.804
INTC,0.903,0.804,0.633,0.554,0.462,0.0,0.727,0.659,0.517,0.623
MARA,0.84,0.423,0.142,-0.011,0.156,0.727,0.0,0.176,0.065,0.397
NVDA,0.556,0.89,0.961,0.936,0.836,0.659,0.176,0.0,0.861,0.82
PLUG,0.494,0.713,0.848,0.843,0.616,0.517,0.065,0.861,0.0,0.564
TSLA,0.636,0.809,0.741,0.693,0.804,0.623,0.397,0.82,0.564,0.0
