,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.153,-0.09,-0.16,0.068,0.305,0.039,-0.049,-0.33,-0.344
AAPL,-0.153,0.0,0.964,0.921,-0.076,0.044,0.871,0.942,0.578,0.947
AMD,-0.09,0.964,0.0,0.919,-0.096,0.139,0.901,0.982,0.569,0.938
AMZN,-0.16,0.921,0.919,0.0,0.139,-0.14,0.759,0.895,0.708,0.923
GOOGL,0.068,-0.076,-0.096,0.139,0.0,-0.384,-0.233,-0.074,0.516,-0.025
INTC,0.305,0.044,0.139,-0.14,-0.384,0.0,0.394,0.267,-0.492,-0.057
MARA,0.039,0.871,0.901,0.759,-0.233,0.394,0.0,0.926,0.359,0.791
NVDA,-0.049,0.942,0.982,0.895,-0.074,0.267,0.926,0.0,0.515,0.901
PLUG,-0.33,0.578,0.569,0.708,0.516,-0.492,0.359,0.515,0.0,0.686
TSLA,-0.344,0.947,0.938,0.923,-0.025,-0.057,0.791,0.901,0.686,0.0
