,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.116,0.293,-0.596,-0.382,0.324,0.145,0.534,0.579,0.576
AAPL,-0.116,0.0,0.161,-0.244,-0.198,-0.548,-0.137,-0.015,0.442,-0.239
AMD,0.293,0.161,0.0,-0.15,0.124,0.506,0.774,0.836,0.485,0.504
AMZN,-0.596,-0.244,-0.15,0.0,0.739,0.226,0.218,-0.413,-0.86,-0.155
GOOGL,-0.382,-0.198,0.124,0.739,0.0,0.215,0.295,-0.199,-0.551,0.01
INTC,0.324,-0.548,0.506,0.226,0.215,0.0,0.785,0.531,-0.182,0.648
MARA,0.145,-0.137,0.774,0.218,0.295,0.785,0.0,0.638,0.031,0.615
NVDA,0.534,-0.015,0.836,-0.413,-0.199,0.531,0.638,0.0,0.606,0.586
PLUG,0.579,0.442,0.485,-0.86,-0.551,-0.182,0.031,0.606,0.0,0.253
TSLA,0.576,-0.239,0.504,-0.155,0.01,0.648,0.615,0.586,0.253,0.0
