,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.194,-0.496,0.726,0.737,0.676,0.606,0.502,-0.704,0.827
AAPL,-0.194,0.0,0.722,-0.539,-0.378,-0.323,-0.051,-0.029,0.034,-0.245
AMD,-0.496,0.722,0.0,-0.612,-0.451,-0.399,-0.162,-0.086,0.34,-0.485
AMZN,0.726,-0.539,-0.612,0.0,0.841,0.893,0.617,0.731,-0.472,0.788
GOOGL,0.737,-0.378,-0.451,0.841,0.0,0.74,0.608,0.61,-0.558,0.735
INTC,0.676,-0.323,-0.399,0.893,0.74,0.0,0.565,0.805,-0.462,0.802
MARA,0.606,-0.051,-0.162,0.617,0.608,0.565,0.0,0.739,-0.609,0.757
NVDA,0.502,-0.029,-0.086,0.731,0.61,0.805,0.739,0.0,-0.402,0.689
PLUG,-0.704,0.034,0.34,-0.472,-0.558,-0.462,-0.609,-0.402,0.0,-0.642
TSLA,0.827,-0.245,-0.485,0.788,0.735,0.802,0.757,0.689,-0.642,0.0
