,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.741,-0.391,0.563,-0.749,-0.16,-0.721,-0.71,-0.461,0.676
AAPL,-0.741,0.0,0.225,-0.56,0.647,0.186,0.63,0.575,0.311,-0.631
AMD,-0.391,0.225,0.0,0.443,0.653,0.611,0.759,0.873,0.914,0.156
AMZN,0.563,-0.56,0.443,0.0,-0.212,0.276,-0.125,0.018,0.271,0.846
GOOGL,-0.749,0.647,0.653,-0.212,0.0,0.655,0.817,0.834,0.735,-0.372
INTC,-0.16,0.186,0.611,0.276,0.655,0.0,0.489,0.508,0.597,0.022
MARA,-0.721,0.63,0.759,-0.125,0.817,0.489,0.0,0.919,0.838,-0.392
NVDA,-0.71,0.575,0.873,0.018,0.834,0.508,0.919,0.0,0.88,-0.246
PLUG,-0.461,0.311,0.914,0.271,0.735,0.597,0.838,0.88,0.0,0.008
TSLA,0.676,-0.631,0.156,0.846,-0.372,0.022,-0.392,-0.246,0.008,0.0
