,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.277,-0.31,-0.059,-0.153,-0.028,-0.231,-0.157,0.232,0.461
AAPL,0.277,0.0,0.581,0.752,0.802,0.775,0.622,0.699,0.856,0.894
AMD,-0.31,0.581,0.0,0.906,0.88,0.877,0.964,0.951,0.456,0.282
AMZN,-0.059,0.752,0.906,0.0,0.961,0.825,0.951,0.964,0.728,0.58
GOOGL,-0.153,0.802,0.88,0.961,0.0,0.822,0.921,0.955,0.777,0.616
INTC,-0.028,0.775,0.877,0.825,0.822,0.0,0.842,0.862,0.542,0.521
MARA,-0.231,0.622,0.964,0.951,0.921,0.842,0.0,0.97,0.562,0.382
NVDA,-0.157,0.699,0.951,0.964,0.955,0.862,0.97,0.0,0.635,0.469
PLUG,0.232,0.856,0.456,0.728,0.777,0.542,0.562,0.635,0.0,0.855
TSLA,0.461,0.894,0.282,0.58,0.616,0.521,0.382,0.469,0.855,0.0
