,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.891,0.797,0.533,-0.386,0.235,0.904,-0.028,0.724,0.526
AAPL,0.891,0.0,0.834,0.624,-0.126,0.375,0.794,0.262,0.557,0.585
AMD,0.797,0.834,0.0,0.71,-0.013,0.667,0.719,0.404,0.451,0.578
AMZN,0.533,0.624,0.71,0.0,0.229,0.616,0.701,0.484,0.325,0.698
GOOGL,-0.386,-0.126,-0.013,0.229,0.0,0.222,-0.333,0.622,-0.646,0.122
INTC,0.235,0.375,0.667,0.616,0.222,0.0,0.288,0.705,0.252,0.597
MARA,0.904,0.794,0.719,0.701,-0.333,0.288,0.0,0.025,0.752,0.683
NVDA,-0.028,0.262,0.404,0.484,0.622,0.705,0.025,0.0,-0.157,0.457
PLUG,0.724,0.557,0.451,0.325,-0.646,0.252,0.752,-0.157,0.0,0.53
TSLA,0.526,0.585,0.578,0.698,0.122,0.597,0.683,0.457,0.53,0.0
