,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.01,0.162,0.487,0.016,-0.165,-0.579,-0.211,-0.458,-0.644
AAPL,0.01,0.0,-0.466,0.645,0.446,-0.246,-0.084,-0.393,-0.119,-0.176
AMD,0.162,-0.466,0.0,-0.251,0.281,0.091,0.069,0.649,0.052,0.057
AMZN,0.487,0.645,-0.251,0.0,0.247,-0.449,-0.632,-0.497,-0.62,-0.619
GOOGL,0.016,0.446,0.281,0.247,0.0,0.194,0.285,0.147,0.164,0.243
INTC,-0.165,-0.246,0.091,-0.449,0.194,0.0,0.694,0.507,0.791,0.768
MARA,-0.579,-0.084,0.069,-0.632,0.285,0.694,0.0,0.479,0.918,0.925
NVDA,-0.211,-0.393,0.649,-0.497,0.147,0.507,0.479,0.0,0.569,0.473
PLUG,-0.458,-0.119,0.052,-0.62,0.164,0.791,0.918,0.569,0.0,0.866
TSLA,-0.644,-0.176,0.057,-0.619,0.243,0.768,0.925,0.473,0.866,0.0
