,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.504,0.412,0.772,0.669,0.101,0.57,0.343,0.766,0.513
AAPL,-0.504,0.0,-0.744,-0.592,0.029,0.462,-0.777,-0.454,-0.784,-0.688
AMD,0.412,-0.744,0.0,0.751,0.113,-0.371,0.896,0.839,0.851,0.91
AMZN,0.772,-0.592,0.751,0.0,0.621,-0.093,0.802,0.724,0.886,0.763
GOOGL,0.669,0.029,0.113,0.621,0.0,0.396,0.198,0.211,0.357,0.144
INTC,0.101,0.462,-0.371,-0.093,0.396,0.0,-0.301,-0.109,-0.271,-0.29
MARA,0.57,-0.777,0.896,0.802,0.198,-0.301,0.0,0.792,0.926,0.934
NVDA,0.343,-0.454,0.839,0.724,0.211,-0.109,0.792,0.0,0.718,0.859
PLUG,0.766,-0.784,0.851,0.886,0.357,-0.271,0.926,0.718,0.0,0.895
TSLA,0.513,-0.688,0.91,0.763,0.144,-0.29,0.934,0.859,0.895,0.0
