,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.813,0.797,0.652,0.458,0.664,0.02,0.831,0.239,0.612
AAPL,0.813,0.0,0.934,0.772,0.424,0.771,0.07,0.934,-0.19,0.36
AMD,0.797,0.934,0.0,0.87,0.274,0.871,0.205,0.92,-0.214,0.242
AMZN,0.652,0.772,0.87,0.0,-0.025,0.971,0.291,0.748,-0.3,0.01
GOOGL,0.458,0.424,0.274,-0.025,0.0,0.025,-0.464,0.321,0.421,0.717
INTC,0.664,0.771,0.871,0.971,0.025,0.0,0.154,0.72,-0.236,0.087
MARA,0.02,0.07,0.205,0.291,-0.464,0.154,0.0,0.298,-0.376,-0.358
NVDA,0.831,0.934,0.92,0.748,0.321,0.72,0.298,0.0,-0.189,0.335
PLUG,0.239,-0.19,-0.214,-0.3,0.421,-0.236,-0.376,-0.189,0.0,0.704
TSLA,0.612,0.36,0.242,0.01,0.717,0.087,-0.358,0.335,0.704,0.0
